Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Space Combination	Dependency=Vintage ACS	Dependency=Water Heater In Unit	Option=Attic	Option=Conditioned Mechanical Room	Option=Crawlspace	Option=Garage	Option=Heated Basement	Option=Living Space	Option=Outside	Option=Unheated Basement	source_count	source_weight	fallback_count	fallback_weight
5A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	10148.7	13	10148.7
5A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0.0423789	0	0	0.957621	0	0	13	10148.7	13	10148.7
5A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	10179.2	13	10179.2
5A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	10148.7	13	10148.7
5A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	10148.7	13	10148.7
5A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	10179.2	13	10179.2
5A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	10148.7	13	10148.7
5A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21892.7	29	21892.7
5A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21958.5	29	21958.5
5A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21892.7	29	21892.7
5A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.441306	0	0.558694	29	21892.7	29	21892.7
5A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21958.5	29	21958.5
5A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21892.7	29	21892.7
5A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0.0423789	0	0	0.957621	0	0	29	21892.7	29	21892.7
5A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21958.5	29	21958.5
5A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21892.7	29	21892.7
5A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21892.7	29	21892.7
5A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21958.5	29	21958.5
5A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	29	21892.7	29	21892.7
5A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0.562483	0.437517	0	0	0	0	36	162054
5A	Single-Family Attached, Heated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0.79968	0.20032	0	0	3	11721.7	11	44641.3
5A	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	2000-09	Yes	0.00425195	0	0	0	0.560092	0.435656	0	0	0	0	36	162054
5A	Single-Family Attached, Heated Basement, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0.854963	0.145037	0	0	1	1856.57	14	55058.9
5A	Single-Family Attached, Slab, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	36	162054
5A	Single-Family Attached, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	4	6115.88	21	101777
5A	Single-Family Attached, Slab, Unvented Attic, No Garage	2000-09	Yes	0.00966554	0	0	0	0	0.990334	0	0	0	0	36	162054
5A	Single-Family Attached, Slab, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	1	4601.34	14	55058.9
5A	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.437517	0	0.562483	0	0	36	162054
5A	Single-Family Attached, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.547537	0	0.452463	0	0	21	101777
5A	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	2000-09	Yes	0.00425195	0	0	0	0	0.435656	0	0.560092	0	0	36	162054
5A	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.145037	0	0.854963	2	5447.11	14	55058.9
5A	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0.00966554	0	0	0.990334	0	0	0	0	36	162054
5A	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	21	101777
5A	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0.00957301	0	0.00957301	0	0	0.980854	0	0	0	0	36	162054
5A	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0.0855208	0	0	0.914479	0	0	0	0	14	55058.9
5A	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	36	162054
5A	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	21	101777
5A	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0.00966554	0	0	0	0	0.990334	0	0	0	0	36	162054
5A	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	14	55058.9
5A	Single-Family Detached, Ambient, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	36	162054
5A	Single-Family Detached, Ambient, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	2	19900.9	21	101777
5A	Single-Family Detached, Ambient, Unvented Attic, No Garage	2000-09	Yes	0.00966554	0	0	0	0	0.990334	0	0	0	0	36	162054
5A	Single-Family Detached, Ambient, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	1	990.687	14	55058.9
5A	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.0492455	0.648525	0.302229	0	0	1	2599.22	26	119278
5A	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.0894814	0.751338	0.15918	0	0	7	31972.3	191	1.00721e+06
5A	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.05062	0.93337	0.0160101	0	0	3	9881.15	83	454084
5A	Single-Family Detached, Heated Basement, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0.562483	0.437517	0	0	1	652.307	36	162054
5A	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.110645	0.4272	0.462155	0	0	2	9446.6	11	49946.3
5A	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0	1	0	0	0	23	112847	23	112847
5A	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.0293489	0.970651	0	0	0	13	54468.3	13	54468.3
5A	Single-Family Detached, Heated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0.79968	0.20032	0	0	8	32919.7	11	44641.3
5A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.0492455	0.648525	0.302229	0	0	0	0	26	119278
5A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.0894814	0.751338	0.15918	0	0	6	27030.9	191	1.00721e+06
5A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	2000-09	Yes	0.00481841	0	0	0.0503761	0.928872	0.015933	0	0	1	5848.21	83	454084
5A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	2000-09	Yes	0.00425195	0	0	0	0.560092	0.435656	0	0	1	652.307	36	162054
5A	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0	0.958064	0.0419357	0	0	3	14046	11	50887.3
5A	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0	0.990075	0.00992516	0	0	65	323710	65	323710
5A	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0	1	0	0	0	43	196250	43	196250
5A	Single-Family Detached, Heated Basement, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0.854963	0.145037	0	0	5	17009.7	14	55058.9
5A	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.140111	0	0.859889	0	0	1	2599.22	26	119278
5A	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.359852	0	0.640148	0	0	0	0	191	1.00721e+06
5A	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.759716	0	0.240284	0	0	1	2024.35	83	454084
5A	Single-Family Detached, Slab, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	36	162054
5A	Single-Family Detached, Slab, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.193165	0	0.806835	0	0	0	0	11	49946.3
5A	Single-Family Detached, Slab, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.13834	0	0.86166	0	0	5	27397.2	15	60771.3
5A	Single-Family Detached, Slab, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.403289	0	0.596711	0	0	3	10590.2	20	97123.3
5A	Single-Family Detached, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	2	8137.65	21	101777
5A	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.140111	0	0.859889	0	0	0	0	26	119278
5A	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.359852	0	0.640148	0	0	1	4907.51	191	1.00721e+06
5A	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	2000-09	Yes	0.0677432	0	0	0.708251	0	0.224006	0	0	1	5848.21	83	454084
5A	Single-Family Detached, Slab, Unvented Attic, No Garage	2000-09	Yes	0.00966554	0	0	0	0	0.990334	0	0	0	0	36	162054
5A	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	11	50887.3
5A	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.421623	0	0.578377	0	0	20	100657	20	100657
5A	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	1	0	0	0	0	9	24767.5	59	327028
5A	Single-Family Detached, Slab, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	2	2433.31	14	55058.9
5A	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.0492455	0	0.302229	0	0.648525	0	0	26	119278
5A	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.0894814	0	0.15918	0	0.751338	0	0	191	1.00721e+06
5A	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.05062	0	0.0160101	0	0.93337	0	0	83	454084
5A	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.437517	0	0.562483	1	652.307	36	162054
5A	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.110645	0	0.462155	0	0.4272	0	0	11	49946.3
5A	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.207158	0	0	0	0.792842	8	45012.7	12	51471.4
5A	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.0509588	0	0.0753992	0	0.873642	4	20818.2	20	97123.3
5A	Single-Family Detached, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.547537	0	0.452463	2	7923.33	21	101777
5A	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.0492455	0	0.302229	0	0.648525	0	0	26	119278
5A	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.0894814	0	0.15918	0	0.751338	0	0	191	1.00721e+06
5A	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	2000-09	Yes	0.00481841	0	0	0.0503761	0	0.015933	0	0.928872	0	0	83	454084
5A	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	2000-09	Yes	0.00425195	0	0	0	0	0.435656	0	0.560092	1	652.307	36	162054
5A	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0	0	0.0419357	0	0.958064	4	22435.8	11	50887.3
5A	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0	0	0	0	1	21	79595.3	21	79595.3
5A	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0	0	0	0	1	15	69888.5	15	69888.5
5A	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.145037	0	0.854963	2	16787.8	14	55058.9
5A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.140111	0	0.859889	0	0	0	0	26	119278
5A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.359852	0	0.640148	0	0	1	4848.7	191	1.00721e+06
5A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0.0677432	0.708251	0	0.224006	0	0	1	1964.81	83	454084
5A	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0.00966554	0	0	0.990334	0	0	1	1304.61	36	162054
5A	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.193165	0	0.806835	0	0	0	0	11	49946.3
5A	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.299583	0	0.700417	0	0	3	12192.4	63	305471
5A	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.403289	0	0.596711	0	0	3	7221.38	20	97123.3
5A	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	21	101777
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.140111	0	0.859889	0	0	0	0	26	119278
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.359852	0	0.640148	0	0	0	0	191	1.00721e+06
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	2000-09	Yes	0.0634453	0	0.0634453	0.663316	0	0.209794	0	0	0	0	83	454084
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0.00957301	0	0.00957301	0	0	0.980854	0	0	1	1304.61	36	162054
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	11	50887.3
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.406547	0	0.593453	0	0	1	3900.06	117	629377
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0.108459	0.891541	0	0	0	0	5	19445.7	59	327028
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0.0855208	0	0	0.914479	0	0	0	0	14	55058.9
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.140111	0	0.859889	0	0	1	4388.52	26	119278
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.359852	0	0.640148	0	0	0	0	191	1.00721e+06
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.759716	0	0.240284	0	0	0	0	83	454084
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	36	162054
5A	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.193165	0	0.806835	0	0	0	0	11	49946.3
5A	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.299583	0	0.700417	0	0	2	9982.28	63	305471
5A	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.403289	0	0.596711	0	0	0	0	20	97123.3
5A	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	3	15058.1	21	101777
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.140111	0	0.859889	0	0	1	4388.52	26	119278
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.359852	0	0.640148	0	0	0	0	191	1.00721e+06
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	2000-09	Yes	0.0677432	0	0	0.708251	0	0.224006	0	0	0	0	83	454084
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0.00966554	0	0	0	0	0.990334	0	0	0	0	36	162054
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	11	50887.3
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.406547	0	0.593453	0	0	5	37090.5	117	629377
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	1	0	0	0	0	2	15929.5	59	327028
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	14	55058.9
5A	Mobile Home, Ambient, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3186.16	39	22648.4
5A	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3195.73	39	22716.4
5A	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3186.16	39	22648.4
5A	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3186.16	39	22648.4
5A	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3195.73	39	22716.4
5A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3186.16	39	22648.4
5A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3186.16	39	22648.4
5A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3195.73	39	22716.4
5A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3186.16	39	22648.4
5A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3186.16	39	22648.4
5A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3195.73	39	22716.4
5A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	3186.16	39	22648.4
5A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19462.2	34	19462.2
5A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19520.7	34	19520.7
5A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19462.2	34	19462.2
5A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19462.2	34	19462.2
5A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19520.7	34	19520.7
5A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19462.2	34	19462.2
5A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19462.2	34	19462.2
5A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19520.7	34	19520.7
5A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19462.2	34	19462.2
5A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19462.2	34	19462.2
5A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19520.7	34	19520.7
5A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	34	19462.2	34	19462.2
5A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Heated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	1	0	39	10709.8
5A	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Heated Basement, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	2	608.725	39	10709.8
5A	Single-Family Attached, Slab, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	1	232.523	39	10709.8
5A	Single-Family Attached, Slab, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Slab, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	3	1767.08	39	10709.8
5A	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	1	263.639	39	10709.8
5A	Single-Family Attached, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	1	297.535	39	10709.8
5A	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	2	608.725	39	10709.8
5A	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	1	232.523	39	10709.8
5A	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Ambient, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Ambient, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Ambient, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Ambient, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	21	4651.96
5A	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Heated Basement, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	21	4651.96
5A	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Heated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	21	4651.96
5A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
5A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	39	10709.8
