Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	fallback_count	fallback_weight
East North Central	Mobile Home	0-1499	Unheated Basement	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	0-1499	Unheated Basement	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	1	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	1	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	2	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	3	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	1	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	1	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	2	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	3	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Unheated Basement	1	1940-59	0	0	0	1	0	0	14	55558.2
East North Central	Single-Family Attached	1500-2499	Unheated Basement	1	1940-59	0	0	0	1	0	0	10	43021.8
East North Central	Single-Family Attached	2500-3999	Unheated Basement	1	1940-59	0	0	0	1	2	5404.4	4	10697.5
East North Central	Single-Family Attached	4000+	Unheated Basement	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Unheated Basement	2	1940-59	0	0	0	1	1	996.947	14	55558.2
East North Central	Single-Family Attached	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	6	11937.9	10	43021.8
East North Central	Single-Family Attached	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	0	0	4	10697.5
East North Central	Single-Family Attached	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Unheated Basement	3	1940-59	0	0	0	1	1	3418.57	14	55558.2
East North Central	Single-Family Attached	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	0	0	10	43021.8
East North Central	Single-Family Attached	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	0	0	4	10697.5
East North Central	Single-Family Attached	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	0	0	14	55558.2
East North Central	Single-Family Attached	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	0	0	10	43021.8
East North Central	Single-Family Attached	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	0	0	4	10697.5
East North Central	Single-Family Attached	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Detached	0-1499	Unheated Basement	1	1940-59	0.202509	0	0	0.797491	12	45201.7	12	45201.7
East North Central	Single-Family Detached	1500-2499	Unheated Basement	1	1940-59	0.218087	0.0589846	0	0.722929	25	102401	25	102401
East North Central	Single-Family Detached	2500-3999	Unheated Basement	1	1940-59	0.295842	0.181499	0	0.522659	17	61959.2	17	61959.2
East North Central	Single-Family Detached	4000+	Unheated Basement	1	1940-59	0.155329	0.24431	0.322309	0.278052	2	8783.22	15	92948.4
East North Central	Single-Family Detached	0-1499	Unheated Basement	2	1940-59	0.287564	0	0	0.712436	10	27424.4	10	27424.4
East North Central	Single-Family Detached	1500-2499	Unheated Basement	2	1940-59	0.0245083	0.0464808	0	0.929011	46	128240	46	128240
East North Central	Single-Family Detached	2500-3999	Unheated Basement	2	1940-59	0.0396532	0.217709	0	0.742638	20	51004.9	20	51004.9
East North Central	Single-Family Detached	4000+	Unheated Basement	2	1940-59	0.0956797	0.52563	0.0396305	0.33906	6	9294.75	25	162820
East North Central	Single-Family Detached	0-1499	Unheated Basement	3	1940-59	0	0	0	1	1	2512.25	172	1.27371e+06
East North Central	Single-Family Detached	1500-2499	Unheated Basement	3	1940-59	0.109716	0.148459	0	0.741825	0	0	343	2.4153e+06
East North Central	Single-Family Detached	2500-3999	Unheated Basement	3	1940-59	0.13203	0.258101	0.0159367	0.593932	0	0	163	1.08968e+06
East North Central	Single-Family Detached	4000+	Unheated Basement	3	1940-59	0.114207	0.438871	0.138537	0.308385	0	0	41	262823
East North Central	Single-Family Detached	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	0	0	172	1.27371e+06
East North Central	Single-Family Detached	1500-2499	Unheated Basement	4+	1940-59	0.109716	0.148459	0	0.741825	0	0	343	2.4153e+06
East North Central	Single-Family Detached	2500-3999	Unheated Basement	4+	1940-59	0.13203	0.258101	0.0159367	0.593932	0	0	163	1.08968e+06
East North Central	Single-Family Detached	4000+	Unheated Basement	4+	1940-59	0.114207	0.438871	0.138537	0.308385	0	0	41	262823
East North Central	Mobile Home	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	14	55558.2
East North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	10	43021.8
East North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	4	10697.5
East North Central	Single-Family Attached	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	1	3211.77	14	55558.2
East North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	10	43021.8
East North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	4	10697.5
East North Central	Single-Family Attached	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	1	875.905	14	55558.2
East North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	10	43021.8
East North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	4	10697.5
East North Central	Single-Family Attached	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	14	55558.2
East North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	10	43021.8
East North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	4	10697.5
East North Central	Single-Family Attached	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Detached	0-1499	Unvented Crawlspace	1	1940-59	0.181675	0	0	0.818325	3	10469.6	111	892692
East North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	1	1940-59	0.347711	0.242011	0	0.410278	13	35914.8	13	35914.8
East North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	1	1940-59	0.145665	0.323397	0	0.530938	6	22848.6	68	468009
East North Central	Single-Family Detached	4000+	Unvented Crawlspace	1	1940-59	0.155329	0.24431	0.322309	0.278052	3	7563.81	15	92948.4
East North Central	Single-Family Detached	0-1499	Unvented Crawlspace	2	1940-59	0.0942126	0	0	0.905787	6	10254.5	59	375989
East North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	2	1940-59	0	0.268508	0	0.731492	20	43227.1	20	43227.1
East North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	2	1940-59	0.0487492	0.375456	0	0.575794	12	15865.2	12	15865.2
East North Central	Single-Family Detached	4000+	Unvented Crawlspace	2	1940-59	0.0956797	0.52563	0.0396305	0.33906	1	3226.33	25	162820
East North Central	Single-Family Detached	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	172	1.27371e+06
East North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	3	1940-59	0.109716	0.148459	0	0.741825	0	0	343	2.4153e+06
East North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	3	1940-59	0.13203	0.258101	0.0159367	0.593932	0	0	163	1.08968e+06
East North Central	Single-Family Detached	4000+	Unvented Crawlspace	3	1940-59	0.114207	0.438871	0.138537	0.308385	0	0	41	262823
East North Central	Single-Family Detached	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	172	1.27371e+06
East North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1940-59	0.109716	0.148459	0	0.741825	0	0	343	2.4153e+06
East North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1940-59	0.13203	0.258101	0.0159367	0.593932	0	0	163	1.08968e+06
East North Central	Single-Family Detached	4000+	Unvented Crawlspace	4+	1940-59	0.114207	0.438871	0.138537	0.308385	0	0	41	262823
East North Central	Mobile Home	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Mobile Home	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	30	14069.9	30	14069.9
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	11	4107.11	11	4107.11
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	37	16038.9	37	16038.9
East North Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	4	1636.45	16	11182.5
East North Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	1	4251.93	14	55558.2
East North Central	Single-Family Attached	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	1	3153.45	10	43021.8
East North Central	Single-Family Attached	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	4	10697.5
East North Central	Single-Family Attached	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
East North Central	Single-Family Attached	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	14	55558.2
