metadata_column	enumeration
in.city	OH, Akron
in.city	OH, Beavercreek
in.city	OH, Boardman
in.city	OH, Canton
in.city	OH, Cincinnati
in.city	OH, Cleveland
in.city	OH, Cleveland Heights
in.city	OH, Columbus
in.city	OH, Cuyahoga Falls
in.city	OH, Dayton
in.city	OH, Delaware
in.city	OH, Dublin
in.city	OH, Elyria
in.city	OH, Euclid
in.city	OH, Fairborn
in.city	OH, Fairfield
in.city	OH, Findlay
in.city	OH, Grove City
in.city	OH, Hamilton
in.city	OH, Huber Heights
in.city	OH, Kettering
in.city	OH, Lakewood
in.city	OH, Lancaster
in.city	OH, Lima
in.city	OH, Lorain
in.city	OH, Mansfield
in.city	OH, Marion
in.city	OH, Mentor
in.city	OH, Middletown
in.city	OH, Newark
in.city	OH, Parma
in.city	OH, Springfield
in.city	OH, Stow
in.city	OH, Strongsville
in.city	OH, Toledo
in.city	OH, Warren
in.city	OH, Youngstown
in.city	OK, Bartlesville
in.city	OK, Broken Arrow
in.city	OK, Edmond
in.city	OK, Enid
in.city	OK, Lawton
in.city	OK, Midwest City
in.city	OK, Moore
in.city	OK, Muskogee
in.city	OK, Norman
in.city	OK, Oklahoma City
in.city	OK, Stillwater
in.city	OK, Tulsa
in.city	OR, Albany
in.city	OR, Aloha
in.city	OR, Beaverton
in.city	OR, Bend
in.city	OR, Corvallis
in.city	OR, Eugene
in.city	OR, Grants Pass
in.city	OR, Gresham
in.city	OR, Hillsboro
in.city	OR, Lake Oswego
in.city	OR, Medford
in.city	OR, Portland
in.city	OR, Salem
in.city	OR, Springfield
in.city	OR, Tigard
in.city	PA, Allentown
in.city	PA, Altoona
in.city	PA, Bethlehem
in.city	PA, Erie
in.city	PA, Harrisburg
in.city	PA, Lancaster
in.city	PA, Levittown
in.city	PA, Philadelphia
in.city	PA, Pittsburgh
in.city	PA, Reading
in.city	PA, Scranton
in.city	PA, Wilkes-Barre
in.city	PA, York
in.city	RI, Cranston
in.city	RI, East Providence
in.city	RI, Pawtucket
in.city	RI, Providence
in.city	RI, Warwick
in.city	RI, Woonsocket
in.city	SC, Charleston
in.city	SC, Columbia
in.city	SC, Florence
in.city	SC, Goose Creek
in.city	SC, Greenville
in.city	SC, Hilton Head Island
in.city	SC, Mount Pleasant
in.city	SC, Myrtle Beach
in.city	SC, North Charleston
in.city	SC, North Myrtle Beach
in.city	SC, Rock Hill
in.city	SC, Spartanburg
in.city	SC, Summerville
in.city	SC, Sumter
in.city	SD, Rapid City
in.city	SD, Sioux Falls
in.city	TN, Bartlett
in.city	TN, Chattanooga
in.city	TN, Clarksville
in.city	TN, Cleveland
in.city	TN, Collierville
in.city	TN, Columbia
in.city	TN, Franklin
in.city	TN, Germantown
in.city	TN, Hendersonville
in.city	TN, Jackson
in.city	TN, Johnson City
in.city	TN, Kingsport
in.city	TN, Knoxville
in.city	TN, Memphis
in.city	TN, Murfreesboro
in.city	TN, Nashville-Davidson Metropolitan Government Balance
in.city	TN, Smyrna
in.city	TX, Abilene
in.city	TX, Allen
in.city	TX, Amarillo
in.city	TX, Arlington
in.city	TX, Atascocita
in.city	TX, Austin
in.city	TX, Baytown
in.city	TX, Beaumont
in.city	TX, Bedford
in.city	TX, Brownsville
in.city	TX, Bryan
in.city	TX, Burleson
in.city	TX, Carrollton
in.city	TX, Cedar Hill
in.city	TX, Cedar Park
in.city	TX, College Station
in.city	TX, Conroe
in.city	TX, Coppell
in.city	TX, Corpus Christi
in.city	TX, Dallas
in.city	TX, Denton
in.city	TX, Desoto
in.city	TX, Edinburg
in.city	TX, El Paso
in.city	TX, Euless
in.city	TX, Flower Mound
in.city	TX, Fort Worth
in.city	TX, Frisco
in.city	TX, Galveston
in.city	TX, Garland
in.city	TX, Georgetown
in.city	TX, Grand Prairie
in.city	TX, Grapevine
in.city	TX, Haltom City
in.city	TX, Harlingen
in.city	TX, Houston
in.city	TX, Hurst
in.city	TX, Irving
in.city	TX, Keller
in.city	TX, Killeen
in.city	TX, Laredo
in.city	TX, League City
in.city	TX, Lewisville
in.city	TX, Longview
in.city	TX, Lubbock
in.city	TX, Lufkin
in.city	TX, Mansfield
in.city	TX, Mcallen
in.city	TX, Mckinney
in.city	TX, Mesquite
in.city	TX, Midland
in.city	TX, Mission
in.city	TX, Missouri City
in.city	TX, New Braunfels
in.city	TX, North Richland Hills
in.city	TX, Odessa
in.city	TX, Pasadena
in.city	TX, Pearland
in.city	TX, Pflugerville
in.city	TX, Pharr
in.city	TX, Plano
in.city	TX, Port Arthur
in.city	TX, Richardson
in.city	TX, Round Rock
in.city	TX, Rowlett
in.city	TX, San Angelo
in.city	TX, San Antonio
in.city	TX, San Marcos
in.city	TX, Sherman
in.city	TX, Spring
in.city	TX, Sugar Land
in.city	TX, Temple
in.city	TX, Texarkana
in.city	TX, Texas City
in.city	TX, The Colony
in.city	TX, The Woodlands
in.city	TX, Tyler
in.city	TX, Victoria
in.city	TX, Waco
in.city	TX, Wichita Falls
in.city	TX, Wylie
in.city	UT, Layton
in.city	UT, Lehi
in.city	UT, Logan
in.city	UT, Millcreek
in.city	UT, Murray
in.city	UT, Ogden
in.city	UT, Orem
in.city	UT, Provo
in.city	UT, Salt Lake City
in.city	UT, Sandy
in.city	UT, South Jordan
in.city	UT, St George
in.city	UT, Taylorsville
in.city	UT, West Jordan
in.city	UT, West Valley City
in.city	VA, Alexandria
in.city	VA, Arlington
in.city	VA, Ashburn
in.city	VA, Blacksburg
in.city	VA, Centreville
in.city	VA, Charlottesville
in.city	VA, Chesapeake
in.city	VA, Dale City
in.city	VA, Danville
in.city	VA, Hampton
in.city	VA, Harrisonburg
in.city	VA, Lake Ridge
in.city	VA, Leesburg
in.city	VA, Lynchburg
in.city	VA, Mclean
in.city	VA, Mechanicsville
in.city	VA, Newport News
in.city	VA, Norfolk
in.city	VA, Petersburg
in.city	VA, Portsmouth
in.city	VA, Reston
in.city	VA, Richmond
in.city	VA, Roanoke
in.city	VA, Suffolk
in.city	VA, Tuckahoe
in.city	VA, Virginia Beach
in.city	VT, Burlington
in.city	WA, Auburn
in.city	WA, Bellevue
in.city	WA, Bellingham
in.city	WA, Bremerton
in.city	WA, Edmonds
in.city	WA, Everett
in.city	WA, Federal Way
in.city	WA, Kennewick
in.city	WA, Kent
in.city	WA, Kirkland
in.city	WA, Lacey
in.city	WA, Lakewood
in.city	WA, Longview
in.city	WA, Marysville
in.city	WA, Olympia
in.city	WA, Pasco
in.city	WA, Puyallup
in.city	WA, Redmond
in.city	WA, Renton
in.city	WA, Richland
in.city	WA, Sammamish
in.city	WA, Seattle
in.city	WA, Shoreline
in.city	WA, South Hill
in.city	WA, Spokane
in.city	WA, Spokane Valley
in.city	WA, Tacoma
in.city	WA, Vancouver
in.city	WA, Yakima
in.city	WI, Appleton
in.city	WI, Beloit
in.city	WI, Eau Claire
in.city	WI, Fond Du Lac
in.city	WI, Green Bay
in.city	WI, Greenfield
in.city	WI, Janesville
in.city	WI, Kenosha
in.city	WI, La Crosse
in.city	WI, Madison
in.city	WI, Manitowoc
in.city	WI, Menomonee Falls
in.city	WI, Milwaukee
in.city	WI, New Berlin
in.city	WI, Oshkosh
in.city	WI, Racine
in.city	WI, Sheboygan
in.city	WI, Waukesha
in.city	WI, Wausau
in.city	WI, Wauwatosa
in.city	WI, West Allis
in.city	WV, Charleston
in.city	WV, Huntington
in.city	WV, Parkersburg
in.city	WY, Casper
in.city	WY, Cheyenne
in.clothes_dryer	Electric
in.clothes_dryer	Gas
in.clothes_dryer	None
in.clothes_dryer	Propane
in.clothes_dryer_usage_level	100% Usage
in.clothes_dryer_usage_level	120% Usage
in.clothes_dryer_usage_level	80% Usage
in.clothes_washer	EnergyStar
in.clothes_washer	None
in.clothes_washer	Standard
in.clothes_washer_presence	None
in.clothes_washer_presence	Yes
in.clothes_washer_usage_level	100% Usage
in.clothes_washer_usage_level	120% Usage
in.clothes_washer_usage_level	80% Usage
in.cooking_range	Electric Induction
in.cooking_range	Electric Resistance
in.cooking_range	Gas
in.cooking_range	None
in.cooking_range	Propane
in.cooking_range_usage_level	100% Usage
in.cooking_range_usage_level	120% Usage
in.cooking_range_usage_level	80% Usage
in.cooling_setpoint	60F
in.cooling_setpoint	62F
in.cooling_setpoint	65F
in.cooling_setpoint	67F
in.cooling_setpoint	68F
in.cooling_setpoint	70F
in.cooling_setpoint	72F
in.cooling_setpoint	75F
in.cooling_setpoint	76F
in.cooling_setpoint	78F
in.cooling_setpoint	80F
in.cooling_setpoint_has_offset	No
in.cooling_setpoint_has_offset	Yes
in.cooling_setpoint_offset_magnitude	0F
in.cooling_setpoint_offset_magnitude	2F
in.cooling_setpoint_offset_magnitude	5F
in.cooling_setpoint_offset_magnitude	9F
in.cooling_setpoint_offset_period	Day Setup
in.cooling_setpoint_offset_period	Day Setup +1h
in.cooling_setpoint_offset_period	Day Setup +2h
in.cooling_setpoint_offset_period	Day Setup +3h
in.cooling_setpoint_offset_period	Day Setup +4h
in.cooling_setpoint_offset_period	Day Setup +5h
in.cooling_setpoint_offset_period	Day Setup -1h
in.cooling_setpoint_offset_period	Day Setup -2h
in.cooling_setpoint_offset_period	Day Setup -3h
in.cooling_setpoint_offset_period	Day Setup -4h
in.cooling_setpoint_offset_period	Day Setup -5h
in.cooling_setpoint_offset_period	Day Setup and Night Setback
in.cooling_setpoint_offset_period	Day Setup and Night Setback +1h
in.cooling_setpoint_offset_period	Day Setup and Night Setback +2h
in.cooling_setpoint_offset_period	Day Setup and Night Setback +3h
in.cooling_setpoint_offset_period	Day Setup and Night Setback +4h
in.cooling_setpoint_offset_period	Day Setup and Night Setback +5h
in.cooling_setpoint_offset_period	Day Setup and Night Setback -1h
in.cooling_setpoint_offset_period	Day Setup and Night Setback -2h
in.cooling_setpoint_offset_period	Day Setup and Night Setback -3h
in.cooling_setpoint_offset_period	Day Setup and Night Setback -4h
in.cooling_setpoint_offset_period	Day Setup and Night Setback -5h
in.cooling_setpoint_offset_period	Day and Night Setup
in.cooling_setpoint_offset_period	Day and Night Setup +1h
in.cooling_setpoint_offset_period	Day and Night Setup +2h
in.cooling_setpoint_offset_period	Day and Night Setup +3h
in.cooling_setpoint_offset_period	Day and Night Setup +4h
in.cooling_setpoint_offset_period	Day and Night Setup +5h
in.cooling_setpoint_offset_period	Day and Night Setup -1h
in.cooling_setpoint_offset_period	Day and Night Setup -2h
in.cooling_setpoint_offset_period	Day and Night Setup -3h
in.cooling_setpoint_offset_period	Day and Night Setup -4h
in.cooling_setpoint_offset_period	Day and Night Setup -5h
in.cooling_setpoint_offset_period	Night Setback
in.cooling_setpoint_offset_period	Night Setback +1h
in.cooling_setpoint_offset_period	Night Setback +2h
in.cooling_setpoint_offset_period	Night Setback +3h
in.cooling_setpoint_offset_period	Night Setback +4h
in.cooling_setpoint_offset_period	Night Setback +5h
in.cooling_setpoint_offset_period	Night Setback -1h
in.cooling_setpoint_offset_period	Night Setback -2h
in.cooling_setpoint_offset_period	Night Setback -3h
in.cooling_setpoint_offset_period	Night Setback -4h
in.cooling_setpoint_offset_period	Night Setback -5h
in.cooling_setpoint_offset_period	Night Setup
in.cooling_setpoint_offset_period	Night Setup +1h
in.cooling_setpoint_offset_period	Night Setup +2h
in.cooling_setpoint_offset_period	Night Setup +3h
in.cooling_setpoint_offset_period	Night Setup +4h
in.cooling_setpoint_offset_period	Night Setup +5h
in.cooling_setpoint_offset_period	Night Setup -1h
in.cooling_setpoint_offset_period	Night Setup -2h
in.cooling_setpoint_offset_period	Night Setup -3h
in.cooling_setpoint_offset_period	Night Setup -4h
in.cooling_setpoint_offset_period	Night Setup -5h
in.cooling_setpoint_offset_period	None
in.cooling_unavailable_days	1 day
in.cooling_unavailable_days	1 month
in.cooling_unavailable_days	1 week
in.cooling_unavailable_days	2 weeks
in.cooling_unavailable_days	3 days
in.cooling_unavailable_days	3 months
in.cooling_unavailable_days	Never
in.cooling_unavailable_days	Year round
in.cooling_unavailable_period	Jul 21 - Jul 21
in.cooling_unavailable_period	Never
in.corridor	Double-Loaded Interior
in.corridor	Not Applicable
in.county	AK, Anchorage Municipality
in.county	AK, Bethel Census Area
in.county	AK, Fairbanks North Star Borough
in.county	AK, Juneau City and Borough
in.county	AK, Kenai Peninsula Borough
in.county	AK, Ketchikan Gateway Borough
in.county	AK, Kodiak Island Borough
in.county	AK, Matanuska-Susitna Borough
in.county	AK, Valdez-Cordova Census Area
in.county	AL, Autauga County
in.county	AL, Baldwin County
in.county	AL, Barbour County
in.county	AL, Bibb County
in.county	AL, Blount County
in.county	AL, Butler County
in.county	AL, Calhoun County
in.county	AL, Chambers County
in.county	AL, Cherokee County
in.county	AL, Chilton County
in.county	AL, Choctaw County
in.county	AL, Clarke County
in.county	AL, Clay County
in.county	AL, Cleburne County
in.county	AL, Coffee County
in.county	AL, Colbert County
in.county	AL, Conecuh County
in.county	AL, Covington County
in.county	AL, Crenshaw County
in.county	AL, Cullman County
in.county	AL, Dale County
in.county	AL, Dallas County
in.county	AL, DeKalb County
in.county	AL, Elmore County
in.county	AL, Escambia County
in.county	AL, Etowah County
in.county	AL, Fayette County
in.county	AL, Franklin County
in.county	AL, Geneva County
in.county	AL, Hale County
in.county	AL, Henry County
in.county	AL, Houston County
in.county	AL, Jackson County
in.county	AL, Jefferson County
in.county	AL, Lamar County
in.county	AL, Lauderdale County
in.county	AL, Lawrence County
in.county	AL, Lee County
in.county	AL, Limestone County
in.county	AL, Macon County
in.county	AL, Madison County
in.county	AL, Marengo County
in.county	AL, Marion County
in.county	AL, Marshall County
in.county	AL, Mobile County
in.county	AL, Monroe County
in.county	AL, Montgomery County
in.county	AL, Morgan County
in.county	AL, Pickens County
in.county	AL, Pike County
in.county	AL, Randolph County
in.county	AL, Russell County
in.county	AL, Shelby County
in.county	AL, St. Clair County
in.county	AL, Sumter County
in.county	AL, Talladega County
in.county	AL, Tallapoosa County
in.county	AL, Tuscaloosa County
in.county	AL, Walker County
in.county	AL, Washington County
in.county	AL, Winston County
in.county	AR, Ashley County
in.county	AR, Baxter County
in.county	AR, Benton County
in.county	AR, Boone County
in.county	AR, Carroll County
in.county	AR, Clark County
in.county	AR, Clay County
in.county	AR, Cleburne County
in.county	AR, Columbia County
in.county	AR, Conway County
in.county	AR, Craighead County
in.county	AR, Crawford County
in.county	AR, Crittenden County
in.county	AR, Cross County
in.county	AR, Drew County
in.county	AR, Faulkner County
in.county	AR, Franklin County
in.county	AR, Fulton County
in.county	AR, Garland County
in.county	AR, Grant County
in.county	AR, Greene County
in.county	AR, Hempstead County
in.county	AR, Hot Spring County
in.county	AR, Independence County
in.county	AR, Izard County
in.county	AR, Jackson County
in.county	AR, Jefferson County
in.county	AR, Johnson County
in.county	AR, Lawrence County
in.county	AR, Logan County
in.county	AR, Lonoke County
in.county	AR, Madison County
in.county	AR, Marion County
in.county	AR, Miller County
in.county	AR, Mississippi County
in.county	AR, Ouachita County
in.county	AR, Phillips County
in.county	AR, Poinsett County
in.county	AR, Polk County
in.county	AR, Pope County
in.county	AR, Pulaski County
in.county	AR, Randolph County
in.county	AR, Saline County
in.county	AR, Sebastian County
in.county	AR, Sevier County
in.county	AR, Sharp County
in.county	AR, St. Francis County
in.county	AR, Stone County
in.county	AR, Union County
in.county	AR, Van Buren County
in.county	AR, Washington County
in.county	AR, White County
in.county	AR, Yell County
in.county	AZ, Apache County
in.county	AZ, Cochise County
in.county	AZ, Coconino County
in.county	AZ, Gila County
in.county	AZ, Graham County
in.county	AZ, La Paz County
in.county	AZ, Maricopa County
in.county	AZ, Mohave County
in.county	AZ, Navajo County
in.county	AZ, Pima County
in.county	AZ, Pinal County
in.county	AZ, Santa Cruz County
in.county	AZ, Yavapai County
in.county	AZ, Yuma County
in.county	CA, Alameda County
in.county	CA, Amador County
in.county	CA, Butte County
in.county	CA, Calaveras County
in.county	CA, Colusa County
in.county	CA, Contra Costa County
in.county	CA, Del Norte County
in.county	CA, El Dorado County
in.county	CA, Fresno County
in.county	CA, Glenn County
in.county	CA, Humboldt County
in.county	CA, Imperial County
in.county	CA, Inyo County
in.county	CA, Kern County
in.county	CA, Kings County
in.county	CA, Lake County
in.county	CA, Lassen County
in.county	CA, Los Angeles County
in.county	CA, Madera County
in.county	CA, Marin County
in.county	CA, Mariposa County
in.county	CA, Mendocino County
in.county	CA, Merced County
in.county	CA, Mono County
in.county	CA, Monterey County
in.county	CA, Napa County
in.county	CA, Nevada County
in.county	CA, Orange County
in.county	CA, Placer County
in.county	CA, Plumas County
in.county	CA, Riverside County
in.county	CA, Sacramento County
in.county	CA, San Benito County
in.county	CA, San Bernardino County
in.county	CA, San Diego County
in.county	CA, San Francisco County
in.county	CA, San Joaquin County
in.county	CA, San Luis Obispo County
in.county	CA, San Mateo County
in.county	CA, Santa Barbara County
in.county	CA, Santa Clara County
in.county	CA, Santa Cruz County
in.county	CA, Shasta County
in.county	CA, Siskiyou County
in.county	CA, Solano County
in.county	CA, Sonoma County
in.county	CA, Stanislaus County
in.county	CA, Sutter County
in.county	CA, Tehama County
in.county	CA, Trinity County
in.county	CA, Tulare County
in.county	CA, Tuolumne County
in.county	CA, Ventura County
in.county	CA, Yolo County
in.county	CA, Yuba County
in.county	CO, Adams County
in.county	CO, Alamosa County
in.county	CO, Arapahoe County
in.county	CO, Archuleta County
in.county	CO, Boulder County
in.county	CO, Broomfield County
in.county	CO, Chaffee County
in.county	CO, Delta County
in.county	CO, Denver County
in.county	CO, Douglas County
in.county	CO, Eagle County
in.county	CO, El Paso County
in.county	CO, Elbert County
in.county	CO, Fremont County
in.county	CO, Garfield County
in.county	CO, Grand County
in.county	CO, Gunnison County
in.county	CO, Jefferson County
in.county	CO, La Plata County
in.county	CO, Larimer County
in.county	CO, Las Animas County
in.county	CO, Logan County
in.county	CO, Mesa County
in.county	CO, Moffat County
in.county	CO, Montezuma County
in.county	CO, Montrose County
in.county	CO, Morgan County
in.county	CO, Otero County
in.county	CO, Park County
in.county	CO, Pitkin County
in.county	CO, Pueblo County
in.county	CO, Rio Grande County
in.county	CO, Routt County
in.county	CO, San Miguel County
in.county	CO, Summit County
in.county	CO, Teller County
in.county	CO, Weld County
in.county	CT, Fairfield County
in.county	CT, Hartford County
in.county	CT, Litchfield County
in.county	CT, Middlesex County
in.county	CT, New Haven County
in.county	CT, New London County
in.county	CT, Tolland County
in.county	CT, Windham County
in.county	DC, District of Columbia
in.county	DE, Kent County
in.county	DE, New Castle County
in.county	DE, Sussex County
in.county	FL, Alachua County
in.county	FL, Baker County
in.county	FL, Bay County
in.county	FL, Bradford County
in.county	FL, Brevard County
in.county	FL, Broward County
in.county	FL, Charlotte County
in.county	FL, Citrus County
in.county	FL, Clay County
in.county	FL, Collier County
in.county	FL, Columbia County
in.county	FL, DeSoto County
in.county	FL, Dixie County
in.county	FL, Duval County
in.county	FL, Escambia County
in.county	FL, Flagler County
in.county	FL, Franklin County
in.county	FL, Gadsden County
in.county	FL, Gilchrist County
in.county	FL, Gulf County
in.county	FL, Hardee County
in.county	FL, Hendry County
in.county	FL, Hernando County
in.county	FL, Highlands County
in.county	FL, Hillsborough County
in.county	FL, Holmes County
in.county	FL, Indian River County
in.county	FL, Jackson County
in.county	FL, Lake County
in.county	FL, Lee County
in.county	FL, Leon County
in.county	FL, Levy County
in.county	FL, Madison County
in.county	FL, Manatee County
in.county	FL, Marion County
in.county	FL, Martin County
in.county	FL, Miami-Dade County
in.county	FL, Monroe County
in.county	FL, Nassau County
in.county	FL, Okaloosa County
in.county	FL, Okeechobee County
in.county	FL, Orange County
in.county	FL, Osceola County
in.county	FL, Palm Beach County
in.county	FL, Pasco County
in.county	FL, Pinellas County
in.county	FL, Polk County
in.county	FL, Putnam County
in.county	FL, Santa Rosa County
in.county	FL, Sarasota County
in.county	FL, Seminole County
in.county	FL, St. Johns County
in.county	FL, St. Lucie County
in.county	FL, Sumter County
in.county	FL, Suwannee County
in.county	FL, Taylor County
in.county	FL, Volusia County
in.county	FL, Wakulla County
in.county	FL, Walton County
in.county	FL, Washington County
in.county	GA, Appling County
in.county	GA, Baldwin County
in.county	GA, Banks County
in.county	GA, Barrow County
in.county	GA, Bartow County
in.county	GA, Ben Hill County
in.county	GA, Berrien County
in.county	GA, Bibb County
in.county	GA, Brantley County
in.county	GA, Brooks County
in.county	GA, Bryan County
in.county	GA, Bulloch County
in.county	GA, Burke County
in.county	GA, Butts County
in.county	GA, Camden County
in.county	GA, Carroll County
in.county	GA, Catoosa County
in.county	GA, Chatham County
in.county	GA, Chattooga County
in.county	GA, Cherokee County
in.county	GA, Clarke County
in.county	GA, Clayton County
in.county	GA, Cobb County
in.county	GA, Coffee County
in.county	GA, Colquitt County
in.county	GA, Columbia County
in.county	GA, Cook County
in.county	GA, Coweta County
