Column Type,Import From Raw,Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Input,yes,yes,build_existing_model.water_heater_location,,in.water_heater_location,in.water_heater_location,,,,,,,,,location of water heater.
Input,yes,yes,build_existing_model.window_areas,,in.window_areas,in.window_areas,,,,,,,,,"Window to wall ratios of the front, back, left, and right walls."
Input,yes,yes,build_existing_model.windows,,in.windows,in.windows,,,,,,,,,Construction type and efficiency levels of windows.
Input,yes,yes,build_existing_model.air_leakage_to_outside_ach_50,,in.air_leakage_to_outside_ach50,in.air_leakage_to_outside_ach_50,,,,,,,,,Total infiltration to the dwelling unit adjusted by ratio of exterior envelope surface area to total envelope surface area.
Input,yes,no,build_existing_model.applicable,,in.applicable,in.applicable,,,,,,,,,The measure was applied to the workflow.
Input,yes,yes,build_existing_model.buildstock_csv_path,,in.buildstock_csv_path,in.buildstock_csv_path,,,,,,,,,Absolute/relative path of the buildstock CSV file. Relative is compared to the 'lib/housing_characteristics' directory.
Input,yes,yes,build_existing_model.units_represented,,in.units_represented,in.units_represented,,,,,,,,,The number of dwelling units this simulation represents. Should always be one.
Input,yes,yes,build_existing_model.emissions_electricity_folders,,in.emissions_electricity_folders,in.emissions_electricity_folders,,,,,,,,,"Relative paths of electricity emissions factor schedule files with hourly values. Paths are relative to the resources folder. If multiple scenarios, use a comma-separated list. File names must contain GEA region names."
Input,yes,yes,build_existing_model.emissions_electricity_units,,in.emissions_electricity_units,in.emissions_electricity_units,,,,,,,,,"Electricity emissions factors units. If multiple scenarios, use a comma-separated list. Only lb/MWh and kg/MWh are allowed."
Input,yes,yes,build_existing_model.emissions_electricity_values_or_filepaths,,in.emissions_electricity_values_or_filepaths,in.emissions_electricity_values_or_filepaths,,,,,,,,,"Electricity emissions factors values, specified as either an annual factor or an absolute/relative path to a file with hourly factors. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.emissions_fossil_fuel_units,,in.emissions_fossil_fuel_units,in.emissions_fossil_fuel_units,,,,,,,,,"Fossil fuel emissions factors units. If multiple scenarios, use a comma-separated list. Only lb/MBtu and kg/MBtu are allowed."
Input,yes,yes,build_existing_model.emissions_fuel_oil_values,,in.emissions_fuel_oil_values,in.emissions_fuel_oil_values,,,,,,,,,"Fuel oil emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.emissions_natural_gas_values,,in.emissions_natural_gas_values,in.emissions_natural_gas_values,,,,,,,,,"Natural gas emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.emissions_propane_values,,in.emissions_propane_values,in.emissions_propane_values,,,,,,,,,"Propane emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.emissions_scenario_names,,in.emissions_scenario_names,in.emissions_scenario_names,,,,,,,,,"Names of emissions scenarios. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.emissions_types,,in.emissions_types,in.emissions_types,,,,,,,,,"Types of emissions (e.g., CO2e, NOx, etc.). If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.emissions_wood_values,,in.emissions_wood_values,in.emissions_wood_values,,,,,,,,,"Wood emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.simulation_control_run_period_begin_day_of_month,,in.simulation_control_run_period_begin_day_of_month,in.simulation_control_run_period_begin_day_of_month,,,,,,,,,This numeric field should contain the starting day of the starting month (must be valid for month) for the annual run period desired.
Input,yes,yes,build_existing_model.simulation_control_run_period_begin_month,,in.simulation_control_run_period_begin_month,in.simulation_control_run_period_begin_month,,,,,,,,,"This numeric field should contain the starting month number (1 = January, 2 = February, etc.) for the annual run period desired."
Input,yes,yes,build_existing_model.simulation_control_run_period_calendar_year,,in.simulation_control_run_period_calendar_year,in.simulation_control_run_period_calendar_year,,,,,,,,,"This numeric field should contain the calendar year that determines the start day of week. If you are running simulations using AMY weather files, the value entered for calendar year will not be used; it will be overridden by the actual year found in the AMY weather file."
Input,yes,yes,build_existing_model.simulation_control_run_period_end_day_of_month,,in.simulation_control_run_period_end_day_of_month,in.simulation_control_run_period_end_day_of_month,,,,,,,,,This numeric field should contain the ending day of the ending month (must be valid for month) for the annual run period desired.
Input,yes,yes,build_existing_model.simulation_control_run_period_end_month,,in.simulation_control_run_period_end_month,in.simulation_control_run_period_end_month,,,,,,,,,"This numeric field should contain the end month number (1 = January, 2 = February, etc.) for the annual run period desired."
Input,yes,yes,build_existing_model.simulation_control_timestep,,in.simulation_control_timestep,in.simulation_control_timestep,,,,,,,,,Value must be a divisor of 60.
Input,yes,yes,build_existing_model.utility_bill_detailed_filepaths,,in.utility_bill_detailed_filepaths,in.utility_bill_detailed_filepaths,,,,,,,,,"Relative paths of detailed utility rates. Paths are relative to the resources folder. If multiple scenarios, use a comma-separated list. Files must contain the name of the Parameter as the column header."
Input,yes,yes,build_existing_model.utility_bill_electricity_filepaths,,in.utility_bill_electricity_filepaths,in.utility_bill_electricity_filepaths,,,,,,,,,"Electricity tariff file specified as an absolute/relative path to a file with utility rate structure information. Tariff file must be formatted to OpenEI API version 7. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_electricity_fixed_charges,usd,in.utility_bill_electricity_fixed_charges,in.utility_bill_electricity_fixed_charges,usd,,,,,,,,"Electricity utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_electricity_marginal_rates,usd,in.utility_bill_electricity_marginal_rates,in.utility_bill_electricity_marginal_rates,usd,,,,,,,,"Electricity utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_fuel_oil_fixed_charges,usd,in.utility_bill_fuel_oil_fixed_charges,in.utility_bill_fuel_oil_fixed_charges,usd,,,,,,,,"Fuel oil utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_fuel_oil_marginal_rates,usd,in.utility_bill_fuel_oil_marginal_rates,in.utility_bill_fuel_oil_marginal_rates,usd,,,,,,,,"Fuel oil utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_natural_gas_fixed_charges,usd,in.utility_bill_natural_gas_fixed_charges,in.utility_bill_natural_gas_fixed_charges,usd,,,,,,,,"Natural gas utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_natural_gas_marginal_rates,usd,in.utility_bill_natural_gas_marginal_rates,in.utility_bill_natural_gas_marginal_rates,usd,,,,,,,,"Natural gas utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_propane_fixed_charges,usd,in.utility_bill_propane_fixed_charges,in.utility_bill_propane_fixed_charges,usd,,,,,,,,"Propane utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_propane_marginal_rates,usd,in.utility_bill_propane_marginal_rates,in.utility_bill_propane_marginal_rates,usd,,,,,,,,"Propane utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_pv_compensation_types,usd,in.utility_bill_pv_compensation_types,in.utility_bill_pv_compensation_types,usd,,,,,,,,"Utility bill PV compensation types. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_pv_feed_in_tariff_rates,usd,in.utility_bill_pv_feed_in_tariff_rates,in.utility_bill_pv_feed_in_tariff_rates,usd,,,,,,,,"Utility bill PV annual full/gross feed-in tariff rates. Only applies if the PV compensation type is 'FeedInTariff'. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_pv_monthly_grid_connection_fee_units,usd,in.utility_bill_pv_monthly_grid_connection_fee_units,in.utility_bill_pv_monthly_grid_connection_fee_units,usd,,,,,,,,"Utility bill PV monthly grid connection fee units. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_pv_monthly_grid_connection_fees,usd,in.utility_bill_pv_monthly_grid_connection_fees,in.utility_bill_pv_monthly_grid_connection_fees,usd,,,,,,,,"Utility bill PV monthly grid connection fees. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_pv_net_metering_annual_excess_sellback_rate_types,,in.utility_bill_pv_net_metering_annual_excess_sellback_rate_types,in.utility_bill_pv_net_metering_annual_excess_sellback_rate_types,,,,,,,,,"Utility bill PV net metering annual excess sellback rate types. Only applies if the PV compensation type is 'NetMetering'. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_pv_net_metering_annual_excess_sellback_rates,usd,in.utility_bill_pv_net_metering_annual_excess_sellback_rates,in.utility_bill_pv_net_metering_annual_excess_sellback_rates,usd,,,,,,,,"Utility bill PV net metering annual excess sellback rates. Only applies if the PV compensation type is 'NetMetering' and the PV annual excess sellback rate type is 'User-Specified'. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_scenario_names,,in.utility_bill_scenario_names,in.utility_bill_scenario_names,,,,,,,,,"Names of utility bill scenarios. If multiple scenarios, use a comma-separated list. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.utility_bill_simple_filepaths,,in.utility_bill_simple_filepaths,in.utility_bill_simple_filepaths,,,,,,,,,"Relative paths of simple utility rates. Paths are relative to the resources folder. If multiple scenarios, use a comma-separated list. Files must contain the name of the Parameter as the column header."
Input,yes,no,build_existing_model.utility_bill_wood_fixed_charges,usd,in.utility_bill_wood_fixed_charges,in.utility_bill_wood_fixed_charges,usd,,,,,,,,"Wood utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,yes,no,build_existing_model.utility_bill_wood_marginal_rates,usd,in.utility_bill_wood_marginal_rates,in.utility_bill_wood_marginal_rates,usd,,,,,,,,"Wood utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,yes,yes,build_existing_model.weather_file_city,,in.weather_file_city,in.weather_file_city,,,,,,,,,City from the EPW weather file.
Input,yes,yes,build_existing_model.weather_file_latitude,,in.weather_file_latitude,in.weather_file_latitude,,,,,,,,,Latitude from the EPW weather file.
Input,yes,yes,build_existing_model.weather_file_longitude,,in.weather_file_longitude,in.weather_file_longitude,,,,,,,,,Longitude from the EPW weather file.
Input,yes,yes,build_existing_model.heating_unavailable_period,,in.heating_unavailable_period,in.heating_unavailable_period,,,,,,,,,Heating unavailable period.
Input,yes,yes,build_existing_model.cooling_unavailable_period,,in.cooling_unavailable_period,in.cooling_unavailable_period,,,,,,,,,Cooling unavailable period.
Output,yes,yes,upgrade_costs.door_area_ft_2,ft^2,out.params.door_area..ft2,out.params.door_area_ft_2,ft2,1,,,,,,,Door Area
Output,yes,yes,upgrade_costs.duct_unconditioned_surface_area_ft_2,ft^2,out.params.duct_unconditioned_surface_area..ft2,out.params.duct_unconditioned_surface_area_ft_2,ft2,1,,,,,,,Duct Unconditioned Surface Area
Output,yes,yes,upgrade_costs.floor_area_attic_ft_2,ft^2,out.params.floor_area_attic..ft2,out.params.floor_area_attic_ft_2,ft2,1,,,,,,,"Floor Area, Attic"
Output,yes,yes,upgrade_costs.floor_area_attic_insulation_increase_ft_2_delta_r_value,ft^2 * Delta R-value,out.params.floor_area_attic_insulation_increase..ft2_delta_r_value,out.params.floor_area_attic_insulation_increase_ft_2_delta_r_value,r_value,1,,,,,,,"Floor Area, Attic * Insulation Increase"
Output,yes,yes,upgrade_costs.floor_area_conditioned_infiltration_reduction_ft_2_delta_ach_50,ft^2 * Delta ACH50,out.params.floor_area_conditioned_infiltration_reduction..ft2_delta_ach50,out.params.floor_area_conditioned_infiltration_reduction_ft_2_delta_ach_50,ach_50,1,,,,,,,"Floor Area, Conditioned * Infiltration Reduction"
Output,yes,yes,upgrade_costs.floor_area_foundation_ft_2,ft^2,out.params.floor_area_foundation..ft2,out.params.floor_area_foundation_ft_2,ft2,1,,,,,,,"Floor Area, Foundation"
Output,yes,yes,upgrade_costs.floor_area_lighting_ft_2,ft^2,out.params.floor_area_lighting..ft2,out.params.floor_area_lighting_ft_2,ft2,1,,,,,,,"Floor Area, Lighting"
Output,yes,yes,upgrade_costs.flow_rate_mechanical_ventilation_cfm,cfm,out.params.flow_rate_mechanical_ventilation..cfm,out.params.flow_rate_mechanical_ventilation_cfm,cfm,1,,,,,,,"Flow Rate, Mechanical Ventilation"
